,Genome,Genus,Species,AA10,AA3,CBM13,CBM3,CBM32,CBM34,CBM4,CBM48,CBM5,CBM50,CBM63,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH108,GH113,GH12,GH13,GH148,GH153,GH154,GH16,GH171,GH18,GH19,GH2,GH20,GH23,GH24,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH38,GH4,GH42,GH43,GH5,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT11,GT111,GT14,GT19,GT2,GT20,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
114,GCF_003628735.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,6,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,11,0,0,1,1,1,0,2,8,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
115,GCF_013449485.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,4,1,0,1,1,2,0,2,2,1,2,10,1,2,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,2,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
116,GCF_002904185.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,2,0,1,1,1,1,1,1,4,0,6,0,1,0,2,1,1,2,0,1,1,2
117,GCF_002921295.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
118,GCF_002904145.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,6,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,3,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,1,7,0,0,1,1,1,0,2,6,1,1,3,0,1,0,2,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
119,GCF_002068115.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,5,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
120,GCF_000406285.1,Dickeya,aquatica,0,0,0,0,1,0,0,1,1,5,1,0,1,1,1,0,1,1,2,0,4,1,1,1,2,0,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,2,2,0,1,1,1,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,1,5,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,0,1,1,5,0,5,1,0,0,1,1,0,2,0,1,2,3
121,GCF_000769535.1,Pectobacterium,carotovorum,0,1,0,1,1,0,0,1,0,4,1,0,1,1,1,0,0,2,1,0,7,1,1,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,0,0,2,1,0,0,3,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,1,0,5,1,0,3,0,1,0,2,1,1,1,4,0,5,0,0,0,2,1,0,2,0,1,0,1
122,GCF_002906725.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
123,GCF_000365365.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,1,1,1,1,1,1,2,1,0,4,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,7,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,1,7,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,0,1,1,4,0,7,0,0,0,0,1,0,2,0,1,1,3
124,GCF_000816045.1,Dickeya,oryzae,0,0,0,0,1,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,5,1,1,1,3,0,0,0,2,0,0,0,0,0,0,1,2,0,6,1,0,2,2,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,1,0,1,1,3
125,GCF_017897585.1,Dickeya,oryzae,0,0,0,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,1,1,1,4,2,0,0,0,2,0,0,0,0,0,0,1,1,0,7,1,0,1,3,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,5,0,6,0,0,0,1,1,0,2,0,1,1,3
126,GCF_009873295.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,11,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,2,1,1,0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,11,0,0,1,1,1,1,2,2,1,1,4,0,1,0,1,1,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
127,GCF_016949215.1,Pectobacterium,brasiliense A,0,1,1,1,1,0,0,2,0,5,0,0,1,1,2,0,0,2,1,0,9,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,3,2,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,1,1,1,0,2,4,0,1,3,0,1,0,1,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
128,GCF_005497185.1,Pectobacterium,polonicum,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,8,1,1,1,2,0,0,1,3,0,1,0,0,0,0,0,1,0,8,3,0,4,2,0,0,1,1,1,0,0,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,7,0,1,1,1,1,1,2,3,0,1,3,0,1,0,1,0,1,0,3,0,6,0,0,0,2,1,1,2,1,1,1,2
129,GCF_003668715.1,Hafnia,alvei,0,0,0,0,0,1,0,2,0,5,0,0,0,1,0,0,2,0,1,1,4,1,1,0,1,0,0,0,5,0,1,1,0,0,0,2,1,1,8,2,0,0,2,0,2,1,0,0,0,3,0,1,0,0,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,1,11,0,2,1,1,1,0,2,4,0,1,4,0,1,1,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0
130,GCF_003382645.2,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,1,1,0,9,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,3,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,3,0,1,1,1,1,1,2,2,1,1,3,0,1,0,2,0,0,1,4,0,4,0,0,0,2,1,0,1,0,1,1,2
131,GCF_002904045.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,1,9,1,1,1,2,0,0,1,4,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,2,0,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
132,GCF_012278405.1,Dickeya,oryzae,0,0,0,0,2,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,4,1,2,1,3,0,0,0,2,0,0,0,0,0,0,1,2,0,4,0,0,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,5,0,7,0,0,0,1,1,0,1,0,1,1,3
133,GCF_018361045.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
134,GCF_000808245.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,2,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
135,GCF_003628015.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,1,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,13,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
136,GCF_000808415.1,Pectobacterium,polaris,0,1,1,0,1,0,0,2,0,4,0,0,0,1,1,0,1,2,1,0,5,1,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,7,3,0,4,2,0,0,1,1,0,0,1,1,2,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,4,0,0,1,1,1,0,2,5,0,1,3,0,1,0,1,1,1,0,3,0,5,0,1,0,1,1,0,1,0,1,0,1
137,GCF_001742185.1,Pectobacterium,wasabiae,0,0,0,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,6,1,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,8,3,0,3,3,0,1,1,1,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,10,0,1,3,0,1,0,1,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
138,GCF_900129615.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,0,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,10,0,0,1,1,1,1,2,3,0,1,3,0,1,0,2,0,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
139,GCF_001932635.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,4,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
140,GCF_014854775.1,Dickeya,fangzhongdai,0,1,2,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,6,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
141,GCF_002921275.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,1,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,6,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
142,GCF_015689195.1,Pectobacterium,aroidearum,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,9,1,2,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,9,1,0,5,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,2,1,1,3,0,1,0,4,1,1,0,6,0,6,0,0,0,2,1,1,2,1,1,1,2
143,GCF_003600975.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
144,GCF_001187975.2,Dickeya,fangzhongdai,0,1,2,0,1,0,0,2,1,5,1,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,4,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
145,GCF_018361225.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
146,GCF_014642955.1,Dickeya,fangzhongdai,0,1,2,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,6,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
147,GCF_001506125.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,6,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
148,GCF_004296675.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,2,1,1,1,0,1,2,1,0,9,1,1,0,2,2,0,1,3,0,0,0,0,0,0,0,1,0,5,3,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,10,0,0,1,1,1,1,2,5,0,1,3,0,1,0,1,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
149,GCF_014946835.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,0,1,1,0,9,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,2,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,1,0,2,4,0,1,3,0,1,0,2,0,0,1,4,0,4,0,0,0,2,1,1,1,0,1,1,2
150,GCF_003628615.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,1,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,2,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,1,1,1,1,0,2,5,0,1,3,1,1,0,1,0,1,0,4,0,5,0,0,0,2,1,1,1,0,1,1,2
151,GCF_000808255.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,12,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
152,GCF_009372235.1,Dickeya,oryzae,0,0,0,0,1,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,5,1,1,1,3,0,0,0,2,0,0,0,0,0,0,1,2,0,7,0,0,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,1,0,1,1,3
153,GCF_016944295.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
154,GCF_017255075.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
155,GCF_003990515.2,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
156,GCF_002920045.2,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,5,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,12,0,0,1,1,1,0,2,8,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
157,GCF_013450045.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,4,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,6,2,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,1,2,4,1,1,2,0,1,0,1,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
158,GCF_016949515.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,9,1,2,0,2,0,0,0,3,0,0,0,0,0,0,1,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,11,0,1,1,1,1,1,2,4,0,1,3,0,1,0,2,1,1,0,3,0,6,0,0,0,2,1,0,2,0,1,1,2
159,GCF_000831935.2,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
160,GCF_016949875.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
161,GCF_003628775.1,Dickeya,fangzhongdai,0,1,2,0,1,0,1,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,1,0,0,0,0,0,2,1,0,5,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,1,0,1,1,3
162,GCF_002764035.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,2,2,1,2,11,1,2,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
163,GCF_000808115.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,2,0,4,2,1,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,4,1,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
164,GCF_000808295.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,4,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
165,GCF_016988595.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,10,1,2,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
166,GCF_000808315.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,4,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
167,GCF_000406065.1,Dickeya,chrysanthemi,0,0,0,0,1,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,3,2,0,0,0,2,0,0,0,0,0,0,1,1,0,5,1,0,4,3,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,9,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,1,1,0,2,0,1,2,3
168,GCF_002904025.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,1,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,3,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,1,1,1,1,1,3,0,6,0,1,0,2,1,1,2,0,1,1,2
169,GCF_016404945.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
170,GCF_000406225.1,Dickeya,oryzae,0,0,0,0,0,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,3,1,2,1,3,0,0,0,2,0,0,0,0,0,0,1,2,0,6,1,0,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,1,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,11,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,1,1,0,2,0,1,1,3
171,GCF_000400525.1,Dickeya,zeae,0,0,1,0,1,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,3,1,2,2,3,0,0,0,2,0,0,0,0,0,0,1,1,0,5,1,0,3,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,11,0,0,1,1,1,0,2,11,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,0,2,0,1,2,3
